Word,Alternative.spelling,Freq_pm,Dom_PoS_SUBTLEX,Nletters,Nphon,Nsyll,Lemma_highest_PoS,AoA_Kup,Perc_known,AoA_Kup_lem,Perc_known_lem,AoA_Bird_lem,AoA_Bristol_lem,AoA_Cort_lem,AoA_Schock
given,given,95.12,Verb,5,5,2,give,,,4.28,1.00,4.68,,3.82,
giver,giver,1.16,Noun,5,4,2,giver,5.83,1.00,5.83,1.00,,7.83,,
givers,givers,0.12,Noun,6,5,2,giver,,,5.83,1.00,,7.83,,
gives,gives,64.51,Verb,5,4,1,give,,,4.28,1.00,4.68,,3.82,
giving,giving,110.06,Verb,6,5,2,give,,,4.28,1.00,4.68,,3.82,
gizmo,gizmo,1.63,Noun,5,5,2,gizmo,9.11,0.95,9.11,0.95,,,,11.09
gizmos,gizmos,0.22,Noun,6,6,2,gizmo,,,9.11,0.95,,,,11.09
gizzard,gizzard,0.45,Noun,7,5,2,gizzard,10.63,1.00,10.63,1.00,,,,
gizzards,gizzards,0.14,Noun,8,7,2,gizzard,,,10.63,1.00,,,,
glabrous,glabrous,#N/A,#N/A,8,7,2,glabrous,8.00,0.05,8.00,0.05,,,,
glace,glace,0.10,Noun,5,4,1,glace,11.55,0.55,11.55,0.55,,,,
glacial,glacial,0.12,Adjective,7,6,2,glacial,10.58,1.00,10.58,1.00,,11.81,,
glaciated,glaciated,0.02,Adjective,9,9,4,glaciated,12.71,0.74,12.71,0.74,,,,
glacier,glacier,0.75,Noun,7,5,2,glacier,8.05,1.00,8.05,1.00,,,,8.28
glaciers,glaciers,0.16,Noun,8,6,2,glacier,,,8.05,1.00,,,,8.28
glad,glad,171.37,Adjective,4,4,1,glad,5.79,1.00,5.79,1.00,,6.33,5.14,
gladden,gladden,0.04,Verb,7,6,2,gladden,11.00,0.74,11.00,0.74,,,,
gladder,gladder,0.02,Adjective,7,5,2,glad,,,5.79,1.00,,6.33,5.14,
glade,glade,0.39,Noun,5,4,1,glade,10.71,0.89,10.71,0.89,,,12.07,
glades,glades,0.98,Noun,6,5,1,glade,,,10.71,0.89,,,12.07,
gladiator,gladiator,0.78,Noun,9,8,4,gladiator,8.56,1.00,8.56,1.00,,,,
gladiators,gladiators,0.98,Noun,10,9,4,gladiator,,,8.56,1.00,,,,
gladiola,gladiola,0.02,Noun,8,8,4,gladiola,12.08,0.65,12.08,0.65,,,,
gladiolas,gladiolas,0.14,Noun,9,9,4,gladiola,,,12.08,0.65,,,,
gladioli,gladioli,0.06,Noun,8,8,4,gladiolus,,,15.15,0.65,,,,
gladiolus,gladiolus,0.04,Noun,9,9,4,gladiolus,15.15,0.65,15.15,0.65,,,,
gladness,gladness,0.31,Noun,8,7,2,gladness,8.00,1.00,8.00,1.00,,,,
gladsome,gladsome,#N/A,#N/A,8,7,2,gladsome,15.30,0.53,15.30,0.53,,,,
glair,glair,0.02,Verb,5,5,2,glair,10.92,0.67,10.92,0.67,,,,
glam,glam,0.33,Adjective,4,4,1,glam,11.00,0.89,11.00,0.89,,,,
glamorize,glamorise,0.02,Verb,9,7,3,glamorize,10.90,1.00,10.90,1.00,,,,
glamorizes,glamorises,0.02,Verb,10,9,4,glamorize,,,10.90,1.00,,,,
glamorizing,glamorising,0.06,Verb,11,9,4,glamorize,,,10.90,1.00,,,,
glamorous,glamorous,2.96,Adjective,9,7,3,glamorous,9.21,1.00,9.21,1.00,9.43,,,
glamour,glamour,3.12,Noun,7,5,2,glamour,9.11,1.00,9.11,1.00,,9.62,,8.20
glance,glance,3.43,Noun,6,5,1,glance,9.22,1.00,9.22,1.00,,8.98,7.91,
glanced,glanced,0.63,Verb,7,6,1,glance,,,9.22,1.00,,8.98,7.91,
glances,glances,0.73,Noun,7,7,2,glance,,,9.22,1.00,,8.98,7.91,
glancing,glancing,0.41,Verb,8,7,2,glance,,,9.22,1.00,,8.98,7.91,
gland,gland,1.51,Noun,5,5,1,gland,10.61,1.00,10.61,1.00,,,10.46,
glands,glands,1.63,Noun,6,6,1,gland,,,10.61,1.00,,,10.46,
glandular,glandular,0.25,Adjective,9,8,3,glandular,14.62,0.89,14.62,0.89,,,,
glare,glare,1.61,Noun,5,4,1,glare,9.33,1.00,9.33,1.00,,8.81,8.33,
glared,glared,0.16,Verb,6,5,1,glare,,,9.33,1.00,,8.81,8.33,
glares,glares,0.04,Verb,6,5,1,glare,,,9.33,1.00,,8.81,8.33,
glary,glary,0.02,Noun,5,5,2,glary,12.00,0.65,12.00,0.65,,,,
glasnost,glasnost,0.18,Noun,8,8,2,glasnost,16.18,0.55,16.18,0.55,,,,
glass,glass,60.71,Noun,5,4,1,glass,4.47,1.00,4.47,1.00,4.84,,5.34,
glasses,glasses,33.12,Noun,7,6,2,glasses,4.35,1.00,4.35,1.00,,,,
glassful,glassful,0.06,Noun,8,7,2,glassful,7.33,0.95,7.33,0.95,,,,
glasshouse,glasshouse,0.02,Noun,10,7,2,glasshouse,9.26,1.00,9.26,1.00,,,,
glassine,glassine,0.02,Verb,8,6,2,glassine,15.29,0.37,15.29,0.37,,,,
glassmaking,glassmaking,0.04,Verb,11,9,3,glassmaking,9.26,1.00,9.26,1.00,,,,
glassware,glassware,0.14,Noun,9,7,2,glassware,9.72,1.00,9.72,1.00,,,,
glasswork,glasswork,0.04,Noun,9,7,2,glasswork,10.68,1.00,10.68,1.00,,,,
glassy,glassy,0.35,Adjective,6,5,2,glassy,8.05,1.00,8.05,1.00,,,,
glaucoma,glaucoma,0.61,Noun,8,7,3,glaucoma,14.10,1.00,14.10,1.00,,,,
glaze,glaze,0.88,Noun,5,4,1,glaze,8.42,1.00,8.42,1.00,,,8.82,
glazed,glazed,0.98,Adjective,6,5,1,glazed,7.19,1.00,7.19,1.00,,,,
glazes,glazes,0.02,Noun,6,6,2,glaze,,,8.42,1.00,,,8.82,
glazier,glazier,0.04,Adjective,7,6,3,glazier,14.67,0.86,14.67,0.86,10.16,,,
glazing,glazing,0.10,Verb,7,6,2,glaze,,,8.42,1.00,,,8.82,
gleam,gleam,0.98,Noun,5,4,1,gleam,11.62,1.00,11.62,1.00,,8.03,9.89,
gleamed,gleamed,0.06,Verb,7,5,1,gleam,,,11.62,1.00,,8.03,9.89,
gleaming,gleaming,0.71,Adjective,8,6,2,gleaming,8.79,1.00,8.79,1.00,,,,
gleams,gleams,0.12,Verb,6,5,1,gleam,,,11.62,1.00,,8.03,9.89,
glean,glean,0.04,Verb,5,4,1,glean,12.43,0.70,12.43,0.70,,,,
gleaned,gleaned,0.06,Verb,7,5,1,glean,,,12.43,0.70,,,,
gleaner,gleaner,0.04,Noun,7,5,2,gleaner,15.10,0.56,15.10,0.56,,,,
gleaning,gleaning,0.06,Verb,8,6,2,glean,,,12.43,0.70,,,,
glebe,glebe,#N/A,#N/A,5,4,1,glebe,15.00,0.10,15.00,0.10,,,,
glee,glee,1.14,Noun,4,3,1,glee,9.28,0.95,9.28,0.95,8.77,,8.54,
gleeful,gleeful,0.14,Adjective,7,6,2,gleeful,10.94,1.00,10.94,1.00,,,,
glen,glen,7.18,Name,4,4,1,glen,10.69,1.00,10.69,1.00,,,10.97,
glengarry,glengarry,0.06,Name,9,8,3,glengarry,14.33,0.14,14.33,0.14,,,,
glens,glens,0.16,Noun,5,5,1,glen,,,10.69,1.00,,,10.97,
glib,glib,0.80,Adjective,4,4,1,glib,13.40,0.56,13.40,0.56,,,13.32,
glibness,glibness,0.06,Noun,8,7,2,glibness,13.31,0.65,13.31,0.65,,,,
glide,glide,2.35,Verb,5,4,1,glide,7.72,1.00,7.72,1.00,7.80,,7.79,
glided,glided,0.12,Verb,6,6,2,glide,,,7.72,1.00,7.80,,7.79,
glider,glider,0.69,Noun,6,5,2,glider,10.47,1.00,10.47,1.00,,,,
gliders,gliders,0.33,Noun,7,6,2,glider,,,10.47,1.00,,,,
glides,glides,0.16,Verb,6,5,1,glide,,,7.72,1.00,7.80,,7.79,
glimmer,glimmer,0.78,Noun,7,5,2,glimmer,10.22,1.00,10.22,1.00,,,,9.40
glimmers,glimmers,0.08,Noun,8,6,2,glimmer,,,10.22,1.00,,,,9.40
glimpse,glimpse,3.35,Noun,7,6,1,glimpse,9.24,0.94,9.24,0.94,,8.92,10.25,
glimpsed,glimpsed,0.27,Verb,8,7,1,glimpse,,,9.24,0.94,,8.92,10.25,
glimpses,glimpses,0.33,Noun,8,8,2,glimpse,,,9.24,0.94,,8.92,10.25,
glimpsing,glimpsing,0.06,Verb,9,8,2,glimpse,,,9.24,0.94,,8.92,10.25,
glint,glint,0.31,Noun,5,5,1,glint,12.46,0.72,12.46,0.72,,,11.04,
glinted,glinted,0.02,Verb,7,7,2,glint,,,12.46,0.72,,,11.04,
glinting,glinting,0.06,Verb,8,7,2,glint,,,12.46,0.72,,,11.04,
glints,glints,0.04,Noun,6,6,1,glint,,,12.46,0.72,,,11.04,
glissando,glissando,0.10,Noun,9,8,3,glissando,17.71,0.35,17.71,0.35,,,,
glisten,glisten,0.43,Verb,7,6,2,glisten,9.21,1.00,9.21,1.00,,,,
glistened,glistened,0.04,Verb,9,7,2,glisten,,,9.21,1.00,,,,
glistens,glistens,0.06,Verb,8,7,2,glisten,,,9.21,1.00,,,,
glitch,glitch,2.02,Noun,6,4,1,glitch,11.86,1.00,11.86,1.00,,,,
glitches,glitches,0.45,Noun,8,6,2,glitch,,,11.86,1.00,,,,
glitter,glitter,2.04,Noun,7,5,2,glitter,5.22,1.00,5.22,1.00,6.53,,,5.62
glitterati,glitterati,0.04,Noun,10,9,4,glitterati,17.14,0.37,17.14,0.37,,,,
glittered,glittered,0.14,Verb,9,6,2,glitter,,,5.22,1.00,6.53,,,5.62
glittering,glittering,0.31,Adjective,10,7,3,glittering,6.35,1.00,6.35,1.00,,,,
glitters,glitters,0.37,Noun,8,6,2,glitter,,,5.22,1.00,6.53,,,5.62
glittery,glittery,0.12,Adjective,8,6,3,glittery,4.94,1.00,4.94,1.00,,,,
glitz,glitz,0.12,Noun,5,5,1,glitz,12.00,0.94,12.00,0.94,,,,
glitzy,glitzy,0.10,Adjective,6,6,2,glitzy,10.17,0.95,10.17,0.95,,,,
gloaming,gloaming,0.08,Noun,8,6,2,gloaming,12.23,0.72,12.23,0.72,,,,
gloat,gloat,1.57,Verb,5,4,1,gloat,11.16,1.00,11.16,1.00,,,10.03,
gloated,gloated,0.02,Verb,7,6,2,gloat,,,11.16,1.00,,,10.03,
gloater,gloater,0.06,Noun,7,5,2,gloater,12.39,1.00,12.39,1.00,,,,
gloaters,gloaters,0.06,Noun,8,6,2,gloater,,,12.39,1.00,,,,
gloating,gloating,0.86,Verb,8,6,2,gloat,,,11.16,1.00,,,10.03,
glob,glob,0.12,Noun,4,4,1,glob,7.41,0.89,7.41,0.89,,,7.35,
global,global,6.29,Adjective,6,6,2,global,9.78,1.00,9.78,1.00,,9.30,,
globalization,globalisation,0.27,Noun,13,12,5,globalization,15.64,1.00,15.64,1.00,,,,
globe,globe,5.22,Noun,5,4,1,globe,6.50,1.00,6.50,1.00,,7.30,6.26,
globes,globes,0.35,Noun,6,5,1,globe,,,6.50,1.00,,7.30,6.26,
globetrotter,globetrotter,0.16,Noun,12,9,3,globetrotter,8.90,1.00,8.90,1.00,,,,
globetrotters,globetrotters,0.24,Name,13,10,3,globetrotter,,,8.90,1.00,,,,
globetrotting,globetrotting,0.02,Adjective,13,10,3,globetrotting,12.53,0.94,12.53,0.94,,,,
globs,globs,0.24,Noun,5,5,1,glob,,,7.41,0.89,,,7.35,
globular,globular,0.12,Adjective,8,8,3,globular,13.76,0.94,13.76,0.94,,,,
globule,globule,0.04,Noun,7,7,2,globule,12.33,0.67,12.33,0.67,,,,
globules,globules,0.12,Noun,8,8,2,globule,,,12.33,0.67,,,,
globulin,globulin,0.10,Noun,8,9,3,globulin,15.83,0.95,15.83,0.95,,,,
globulins,globulins,0.02,Noun,9,10,3,globulin,,,15.83,0.95,,,,
glockenspiel,glockenspiel,0.18,Noun,12,10,3,glockenspiel,13.08,0.65,13.08,0.65,,,,
glockenspiels,glockenspiels,0.06,Noun,13,10,3,glockenspiel,,,13.08,0.65,,,,
glom,glom,0.10,Verb,4,4,1,glom,13.14,0.39,13.14,0.39,,,,
glommed,glommed,0.04,Verb,7,5,1,glom,,,13.14,0.39,,,,
gloom,gloom,1.16,Noun,5,4,1,gloom,9.00,1.00,9.00,1.00,7.66,8.98,8.40,
glooming,glooming,0.04,Adjective,8,6,2,glooming,9.36,0.78,9.36,0.78,,,,
glooms,glooms,0.04,Noun,6,5,1,gloom,,,9.00,1.00,7.66,8.98,8.40,
gloomy,gloomy,2.41,Adjective,6,5,2,gloomy,9.28,1.00,9.28,1.00,,,,
glop,glop,0.04,Noun,4,4,1,glop,9.00,0.83,9.00,0.83,,,,
gloppy,gloppy,0.02,Adjective,6,5,2,gloppy,10.47,0.85,10.47,0.85,,,,
glories,glories,0.45,Noun,7,6,2,glory,,,7.40,1.00,,8.26,,7.88
glorification,glorification,0.06,Noun,13,12,5,glorification,11.74,1.00,11.74,1.00,,,,
glorified,glorified,1.22,Adjective,9,8,3,glorified,9.50,1.00,9.50,1.00,,,,
glorifies,glorifies,0.04,Verb,9,8,3,glorify,,,11.39,1.00,,,,
glorify,glorify,0.37,Verb,7,7,3,glorify,11.39,1.00,11.39,1.00,,,,
glorifying,glorifying,0.25,Verb,10,9,4,glorify,,,11.39,1.00,,,,
glorious,glorious,9.29,Adjective,8,7,3,glorious,8.21,1.00,8.21,1.00,,,,
glory,glory,21.49,Noun,5,5,2,glory,7.40,1.00,7.40,1.00,,8.26,,7.88
gloss,gloss,1.45,Noun,5,4,1,gloss,9.90,1.00,9.90,1.00,,,8.26,
glossary,glossary,0.04,Noun,8,6,3,glossary,9.06,0.94,9.06,0.94,,,,
glossed,glossed,0.06,Verb,7,5,1,gloss,,,9.90,1.00,,,8.26,
glossier,glossier,0.02,Adjective,8,6,3,glossy,,,8.28,1.00,,,,
glossies,glossies,0.02,Noun,8,6,2,glossy,,,8.28,1.00,,,,
glossing,glossing,0.10,Verb,8,6,2,gloss,,,9.90,1.00,,,8.26,
glossless,glossless,0.02,Adjective,9,7,2,glossless,11.88,0.85,11.88,0.85,,,,
glossy,glossy,0.47,Adjective,6,5,2,glossy,8.28,1.00,8.28,1.00,,,,
glottal,glottal,0.02,Adjective,7,6,2,glottal,15.67,0.29,15.67,0.29,,,,
glottis,glottis,0.02,Noun,7,6,2,glottis,13.92,0.67,13.92,0.67,,,,
glove,glove,10.10,Noun,5,4,1,glove,4.30,1.00,4.30,1.00,,4.73,5.33,
gloved,gloved,0.16,Adjective,6,5,1,gloved,6.94,0.95,6.94,0.95,,,,
gloves,gloves,16.24,Noun,6,5,1,glove,,,4.30,1.00,,4.73,5.33,
glow,glow,5.75,Noun,4,3,1,glow,6.28,1.00,6.28,1.00,,6.50,6.13,
glowed,glowed,0.29,Verb,6,4,1,glow,,,6.28,1.00,,6.50,6.13,
glows,glows,0.82,Verb,5,4,1,glow,,,6.28,1.00,,6.50,6.13,
glowworm,glow-worm,0.04,Noun,8,6,2,glowworm,9.19,0.84,9.19,0.84,,,,
glowworms,glow-worms,0.02,Noun,9,7,2,glowworm,,,9.19,0.84,,,,
glucose,glucose,1.43,Noun,7,6,2,glucose,13.78,1.00,13.78,1.00,,,,12.75
glue,glue,5.88,Noun,4,3,1,glue,4.67,1.00,4.67,1.00,5.62,,4.53,
glued,glued,2.25,Verb,5,4,1,glue,,,4.67,1.00,5.62,,4.53,
glues,glues,0.16,Noun,5,4,1,glue,,,4.67,1.00,5.62,,4.53,
gluey,gluey,0.06,Noun,5,4,2,gluey,7.56,0.95,7.56,0.95,,,,
gluing,gluing,0.22,Verb,6,5,2,glue,,,4.67,1.00,5.62,,4.53,
glum,glum,1.02,Adjective,4,4,1,glum,10.15,1.00,10.15,1.00,,,9.24,
gluon,gluon,0.06,Noun,5,6,2,gluon,15.29,0.37,15.29,0.37,,,,
glut,glut,0.14,Noun,4,4,1,glut,12.87,0.83,12.87,0.83,,10.81,11.85,
glutamate,glutamate,0.10,Noun,9,8,3,glutamate,17.73,0.55,17.73,0.55,,,,
glutathione,glutathione,0.02,Noun,11,9,4,glutathione,16.00,0.18,16.00,0.18,,,,
gluten,gluten,0.16,Noun,6,6,2,gluten,15.25,0.89,15.25,0.89,,,,
gluteus,gluteus,0.14,Noun,7,7,3,gluteus,13.50,0.90,13.50,0.90,,,,
glutinous,glutinous,0.02,Adjective,9,8,3,glutinous,14.32,0.95,14.32,0.95,,,,
gluts,gluts,0.02,Verb,5,5,1,glut,,,12.87,0.83,,10.81,11.85,
glutton,glutton,0.61,Noun,7,6,2,glutton,12.22,1.00,12.22,1.00,,,,12.01
gluttonous,gluttonous,0.12,Adjective,10,8,3,gluttonous,13.60,0.79,13.60,0.79,,,,
gluttons,gluttons,0.14,Noun,8,7,2,glutton,,,12.22,1.00,,,,12.01
gluttony,gluttony,0.35,Noun,8,7,3,gluttony,10.76,0.94,10.76,0.94,,,,
glycerin,glycerine,0.14,Noun,8,8,3,glycerin,14.26,0.95,14.26,0.95,,,,
glycerine,glycerine,0.04,0.04,9,8,3,glycerine,13.45,1.00,13.45,1.00,,,,
glycerol,glycerol,0.04,Noun,8,7,3,glycerol,14.71,0.89,14.71,0.89,,,,
glycogen,glycogen,0.02,Noun,8,8,3,glycogen,14.43,0.70,14.43,0.70,,,,
glycol,glycol,0.10,Noun,6,6,2,glycol,15.08,0.63,15.08,0.63,,,,
glycoside,glycoside,0.06,Noun,9,8,3,glycoside,16.78,0.47,16.78,0.47,,,,
glyph,glyph,0.10,Noun,5,4,1,glyph,12.69,0.72,12.69,0.72,,,,
glyphs,glyphs,0.08,Noun,6,5,1,glyph,,,12.69,0.72,,,,
gnarl,gnarl,#N/A,#N/A,5,4,1,gnarl,11.35,0.85,11.35,0.85,,,,
gnarled,gnarled,0.06,Adjective,7,5,1,gnarled,11.00,0.95,11.00,0.95,,,,
gnarly,gnarly,1.06,Adverb,6,5,2,gnarly,11.45,0.86,11.45,0.86,,,,10.32
gnash,gnash,0.10,Verb,5,3,1,gnash,10.84,1.00,10.84,1.00,,,11.93,
gnashes,gnashes,0.02,Verb,7,5,2,gnash,,,10.84,1.00,,,11.93,
gnat,gnat,0.43,Noun,4,3,1,gnat,10.10,1.00,10.10,1.00,,,7.77,
gnats,gnats,0.27,Noun,5,4,1,gnat,,,10.10,1.00,,,7.77,
gnaw,gnaw,0.37,Verb,4,2,1,gnaw,10.37,0.90,10.37,0.90,,,8.40,
gnawed,gnawed,0.35,Verb,6,3,1,gnaw,,,10.37,0.90,,,8.40,
gnawing,gnawing,0.41,Verb,7,4,2,gnaw,,,10.37,0.90,,,8.40,
gnaws,gnaws,0.14,Verb,5,3,1,gnaw,,,10.37,0.90,,,8.40,
gnocchi,gnocchi,0.18,Noun,7,4,2,gnocchi,15.75,0.63,15.75,0.63,,,,
gnome,gnome,0.63,Noun,5,3,1,gnome,8.94,0.95,8.94,0.95,,,9.31,
gnomes,gnomes,0.39,Noun,6,4,1,gnome,,,8.94,0.95,,,9.31,
gnu,gnu,0.80,Noun,3,2,1,gnu,11.27,0.58,11.27,0.58,10.94,,,
go,go,3793.04,Verb,2,2,1,go,3.37,1.00,3.37,1.00,4.37,,3.05,
goad,goad,0.14,Verb,4,3,1,goad,13.14,0.74,13.14,0.74,,,,
goaded,goaded,0.18,Verb,6,5,2,goad,,,13.14,0.74,,,,
goal,goal,16.75,Noun,4,3,1,goal,6.89,1.00,6.89,1.00,,5.98,6.10,
goalie,goalie,1.43,Noun,6,4,2,goalie,7.79,1.00,7.79,1.00,,,,7.49
goalies,goalies,0.06,Noun,7,5,2,goalie,,,7.79,1.00,,,,7.49
goalkeeper,goalkeeper,0.31,Noun,10,7,3,goalkeeper,8.00,0.95,8.00,0.95,,,,
goalkeepers,goalkeepers,0.02,Noun,11,8,3,goalkeeper,,,8.00,0.95,,,,
goalkeeping,goalkeeping,0.02,Noun,11,8,3,goalkeeping,7.89,1.00,7.89,1.00,,,,
goalpost,goalpost,0.25,Noun,8,7,2,goalpost,9.83,1.00,9.83,1.00,,,,
goalposts,goalposts,0.02,Noun,9,8,2,goalpost,,,9.83,1.00,,,,
goals,goals,5.14,Noun,5,4,1,goal,,,6.89,1.00,,5.98,6.10,
goaltender,goaltender,0.10,Noun,10,8,3,goaltender,9.24,0.94,9.24,0.94,,,,
goaltending,goaltending,0.02,Verb,11,9,3,goaltending,10.37,1.00,10.37,1.00,,,,
goanna,goanna,0.06,Noun,6,4,2,goanna,13.67,0.17,13.67,0.17,,,,
goat,goat,10.53,Noun,4,3,1,goat,5.21,1.00,5.21,1.00,5.27,4.28,4.25,
goatee,goatee,1.06,Noun,6,4,2,goatee,11.78,1.00,11.78,1.00,,,,11.29
goateed,goateed,0.06,Noun,7,6,3,goateed,12.69,0.89,12.69,0.89,,,,
goatees,goatees,0.04,Noun,7,5,2,goatee,,,11.78,1.00,,,,11.29
goatherd,goatherd,0.16,Noun,8,6,2,goatherd,8.80,0.75,8.80,0.75,,,,
goats,goats,2.65,Noun,5,4,1,goat,,,5.21,1.00,5.27,4.28,4.25,
goatskin,goatskin,0.06,Noun,8,7,2,goatskin,10.25,0.84,10.25,0.84,,,,
goatskins,goatskins,0.04,Noun,9,8,2,goatskin,,,10.25,0.84,,,,
gob,gob,11.14,Name,3,3,1,gob,11.84,0.62,11.84,0.62,,,9.92,
gobbet,gobbet,0.02,Noun,6,5,2,gobbet,11.29,0.39,11.29,0.39,,,,
gobbets,gobbets,0.02,Noun,7,6,2,gobbet,,,11.29,0.39,,,,
gobble,gobble,2.35,Verb,6,5,2,gobble,5.58,1.00,5.58,1.00,,,,6.68
gobbled,gobbled,0.20,Verb,7,6,2,gobble,,,5.58,1.00,,,,6.68
gobbledygook,gobbledygook,0.37,Noun,12,10,4,gobbledygook,10.00,0.71,10.00,0.71,,,,
gobbler,gobbler,0.31,Noun,7,6,3,gobbler,8.94,0.89,8.94,0.89,,,,
gobblers,gobblers,0.04,Noun,8,7,3,gobbler,,,8.94,0.89,,,,
gobbles,gobbles,0.08,Verb,7,6,2,gobble,,,5.58,1.00,,,,6.68
gobbling,gobbling,0.45,Verb,8,7,3,gobble,,,5.58,1.00,,,,6.68
gobies,gobies,0.02,Noun,6,5,2,goby,,,12.40,0.53,,,,
goblet,goblet,0.37,Noun,6,6,2,goblet,11.44,1.00,11.44,1.00,,9.96,,
goblets,goblets,0.18,Noun,7,7,2,goblet,,,11.44,1.00,,9.96,,
goblin,goblin,0.94,Noun,6,6,2,goblin,7.67,1.00,7.67,1.00,,,,7.26
goblins,goblins,1.27,Noun,7,7,2,goblin,,,7.67,1.00,,,,7.26
gobs,gobs,0.22,Noun,4,4,1,gob,,,11.84,0.62,,,9.92,
gobstopper,gobstopper,0.02,Noun,10,8,3,gobstopper,7.88,0.94,7.88,0.94,,,,
gobstoppers,gobstoppers,0.08,Noun,11,9,3,gobstopper,,,7.88,0.94,,,,
goby,goby,0.04,Noun,4,4,2,goby,12.40,0.53,12.40,0.53,,,,
god,god,903.16,Name,3,3,1,god,4.35,1.00,4.35,1.00,,,3.82,
godchild,godchild,0.04,Noun,8,7,2,godchild,8.06,1.00,8.06,1.00,,,,
godchildren,godchildren,0.02,Noun,11,10,3,godchild,,,8.06,1.00,,,,
goddamn,goddamn,114.02,Adjective,7,6,2,goddamn,7.69,0.89,7.69,0.89,,,,
goddamned,goddamned,4.88,Adjective,9,6,2,goddamned,9.95,1.00,9.95,1.00,,,,
goddaughter,goddaughter,0.29,Noun,11,6,3,goddaughter,8.05,1.00,8.05,1.00,,,,
goddaughters,goddaughters,0.22,Noun,12,7,3,goddaughter,,,8.05,1.00,,,,
goddess,goddess,8.76,Noun,7,5,2,goddess,8.37,1.00,8.37,1.00,,9.13,,9.22
goddesses,goddesses,0.55,Noun,9,7,3,goddess,,,8.37,1.00,,9.13,,9.22
godfather,godfather,5.45,Noun,9,7,3,godfather,8.47,1.00,8.47,1.00,,,,
godfathers,godfathers,0.24,Noun,10,8,3,godfather,,,8.47,1.00,,,,
godforsaken,godforsaken,1.47,Adjective,11,11,4,godforsaken,11.25,1.00,11.25,1.00,,,,
godhead,godhead,0.06,Noun,7,6,2,godhead,14.00,0.80,14.00,0.80,,12.02,,
godhood,godhood,0.12,Noun,7,6,2,godhood,14.77,0.65,14.77,0.65,,,,
godless,godless,0.82,Adjective,7,6,2,godless,9.78,1.00,9.78,1.00,,,,
godlessness,godlessness,0.10,Noun,11,9,3,godlessness,11.06,0.95,11.06,0.95,,,,
godlike,godlike,0.41,Adjective,7,6,2,godlike,7.55,1.00,7.55,1.00,,,,
godliness,godliness,0.33,Noun,9,8,3,godliness,9.14,1.00,9.14,1.00,,,,
godly,godly,0.29,Adjective,5,5,2,godly,8.84,1.00,8.84,1.00,,,,
godmother,godmother,1.61,Noun,9,7,3,godmother,6.95,1.00,6.95,1.00,7.01,,,
godmothers,godmothers,0.06,Noun,10,8,3,godmother,,,6.95,1.00,7.01,,,
godparent,godparent,0.08,Noun,9,9,3,godparent,7.71,0.94,7.71,0.94,,,,
godparents,godparents,0.22,Noun,10,10,3,godparent,,,7.71,0.94,,,,
gods,gods,21.24,Noun,4,4,1,god,,,4.35,1.00,,,3.82,
godsend,godsend,0.88,Noun,7,7,2,godsend,11.56,0.95,11.56,0.95,,,,
godson,godson,0.94,Noun,6,6,2,godson,9.94,0.94,9.94,0.94,,,,
godsons,godsons,0.02,Noun,7,7,2,godson,,,9.94,0.94,,,,
goes,goes,217.27,Verb,4,3,1,go,,,3.37,1.00,4.37,,3.05,
gofer,gofer,0.31,Noun,5,5,2,gofer,8.81,0.84,8.81,0.84,,,,
gofers,gofers,0.02,Noun,6,6,2,gofer,,,8.81,0.84,,,,
goggle,goggle,0.53,Verb,6,5,2,goggle,9.44,1.00,9.44,1.00,,,,8.20
goggles,goggles,2.10,Noun,7,6,2,goggles,7.05,1.00,7.05,1.00,,,,
going,going,2123.29,Verb,5,4,2,going,5.41,1.00,5.41,1.00,,,,4.97
goings,goings,0.35,Noun,6,5,2,going,,,5.41,1.00,,,,4.97
goiter,goitre,0.20,Noun,6,4,2,goiter,16.00,0.63,16.00,0.63,,,,
goiters,goitres,0.04,Noun,7,6,2,goiter,,,16.00,0.63,,,,
gokart,gocart,#N/A,#N/A,6,6,2,gokart,8.81,0.85,8.81,0.85,,,,
gold,gold,78.94,Noun,4,4,1,gold,7.10,1.00,7.10,1.00,5.64,5.64,5.27,
goldbeater,goldbeater,#N/A,#N/A,10,8,3,goldbeater,15.83,0.29,15.83,0.29,,,,
goldbrick,goldbrick,0.18,Noun,9,8,2,goldbrick,12.00,0.84,12.00,0.84,,,,
goldbricker,goldbricker,0.02,Noun,11,9,3,goldbricker,13.17,0.67,13.17,0.67,,,,
goldbrickers,goldbrickers,0.04,Noun,12,10,3,goldbricker,,,13.17,0.67,,,,
goldbricks,goldbricks,0.08,Noun,10,9,2,goldbrick,,,12.00,0.84,,,,
golden,golden,23.27,Adjective,6,6,2,golden,6.94,1.00,6.94,1.00,,,,
goldenrod,goldenrod,0.12,Verb,9,9,3,goldenrod,10.19,0.84,10.19,0.84,,,,
goldenseal,goldenseal,0.02,Adjective,10,9,3,goldenseal,14.55,0.55,14.55,0.55,,,,
goldfish,goldfish,3.04,Noun,8,7,2,goldfish,4.50,1.00,4.50,1.00,5.07,,,
goldmine,goldmine,0.27,Noun,8,7,2,goldmine,8.56,1.00,8.56,1.00,,,,
goldmines,goldmines,0.02,Noun,9,8,2,goldmine,,,8.56,1.00,,,,
goldsmith,goldsmith,0.33,Noun,9,8,2,goldsmith,10.17,1.00,10.17,1.00,,,,
